City_x,County,Zipcode,Total Households 2012,Total Households 2012 Margin of Error,Total Households Income 2012,Total Households Income 2012 Margin of Error,Total Households 2013,Total Households 2013 Margin of Error,Total Households Income 2013,Total Households Income 2013 Margin of Error,Total Households 2014,Total Households 2014 Margin of Error,Total Households Income 2014,Total Households Income 2014 Margin of Error,Total Households 2015,Total Households 2015 Margin of Error,Total Households Income 2015,Total Households Income 2015 Margin of Error,Total Households 2016,Total Households 2016 Margin of Error,Total Households Income 2016,Total Households Income 2016 Margin of Error,License,Street,City_y
Dillon,Summit,80435,3116.0,382.0,58241,9008,2968.0,341.0,54756,12244,2616.0,356.0,51918,13524,2483.0,324.0,59557,9985,2389.0,345.0,64409,8278,402R-00434,850 Little Beaver Trail,Dillon
Dumont,Clear Creek,80436,242.0,80.0,57981,25123,216.0,69.0,61897,14496,221.0,84.0,61898,13177,246.0,70.0,62333,19117,242.0,81.0,58676,19670,402R-00180,1221 County Road 308,Dumont
Dumont,Clear Creek,80436,242.0,80.0,57981,25123,216.0,69.0,61897,14496,221.0,84.0,61898,13177,246.0,70.0,62333,19117,242.0,81.0,58676,19670,402R-00748,1181 County Road 308,Dumont
Dumont,Clear Creek,80436,242.0,80.0,57981,25123,216.0,69.0,61897,14496,221.0,84.0,61898,13177,246.0,70.0,62333,19117,242.0,81.0,58676,19670,402R-00145,909 County Road 308,Dumont
Evergreen,Jefferson,80437,,,,,,,,,,,,,,,,,,,,,,,
Empire,Clear Creek,80438,157.0,50.0,33750,24688,170.0,39.0,36786,13128,179.0,40.0,50313,15834,208.0,48.0,38333,17015,232.0,55.0,26000,14863,402R-00065,13 East Park Avenue,Empire
Empire,Clear Creek,80438,157.0,50.0,33750,24688,170.0,39.0,36786,13128,179.0,40.0,50313,15834,208.0,48.0,38333,17015,232.0,55.0,26000,14863,402R-00776,433 East Park Avenue,Empire
Evergreen,Jefferson,80439,9684.0,291.0,92138,11426,9970.0,324.0,90600,8328,9906.0,268.0,87226,8455,9773.0,302.0,88569,8659,9864.0,296.0,95768,5802,,,
Fairplay,Park,80440,1022.0,162.0,57179,14328,982.0,168.0,58226,13215,1014.0,178.0,58000,15373,993.0,163.0,52476,14591,1033.0,163.0,55994,11492,402R-00531,21950 Highway 285,Fairplay
Fraser,Grand,80442,1041.0,260.0,69219,14306,932.0,242.0,74667,11536,943.0,223.0,73686,15062,822.0,240.0,72500,24054,844.0,201.0,49872,14013,402R-00312,228 Byers Avenue,Fraser
Fraser,Grand,80442,1041.0,260.0,69219,14306,932.0,242.0,74667,11536,943.0,223.0,73686,15062,822.0,240.0,72500,24054,844.0,201.0,49872,14013,402R-00366,"511 Zerex Street, Suite 203",Fraser
Frisco,Summit,80443,1375.0,186.0,72450,6792,1462.0,218.0,69762,9210,1438.0,236.0,65889,13570,1434.0,278.0,66333,14745,1365.0,262.0,73062,12038,402R-00363,861 North Summit Boulevard,Frisco
Frisco,Summit,80443,1375.0,186.0,72450,6792,1462.0,218.0,69762,9210,1438.0,236.0,65889,13570,1434.0,278.0,66333,14745,1365.0,262.0,73062,12038,402R-00124,"842 North Summit Boulevard, Suite 13",Frisco
Georgetown,Clear Creek,80444,493.0,86.0,63482,14891,507.0,78.0,58750,14152,524.0,67.0,66000,9583,529.0,75.0,61188,15914,618.0,80.0,61833,16994,402R-00131,1410 Argentine Street,Georgetown
Granby,Grand,80446,1486.0,246.0,59567,9085,1248.0,240.0,63591,5381,1240.0,199.0,65221,8264,1406.0,259.0,63783,8193,1603.0,257.0,68411,6249,,,
Grand Lake,Grand,80447,630.0,260.0,60086,19832,746.0,230.0,46858,16823,751.0,208.0,51349,23568,796.0,235.0,68214,31818,756.0,239.0,79500,29009,,,
Grant,Park,80448,68.0,56.0,99464,83951,127.0,94.0,65875,98352,164.0,98.0,39451,97854,146.0,104.0,38372,30304,129.0,108.0,38015,33689,402R-00679,49348 Highway 285,Grant
Hartsel,Park,80449,352.0,132.0,39449,31851,368.0,145.0,41181,16899,394.0,125.0,39214,10240,370.0,125.0,33500,27606,399.0,122.0,48438,32285,,,
Hot Sulphur Springs,Grand,80451,234.0,62.0,83500,16897,222.0,57.0,62500,21783,270.0,105.0,67250,9643,278.0,90.0,63214,21077,293.0,102.0,65739,26492,,,
Idaho Springs,Clear Creek,80452,1336.0,193.0,48484,9463,1260.0,171.0,51020,7823,1294.0,178.0,51919,9040,1471.0,186.0,51366,9040,1554.0,195.0,57033,7004,402R-00035,15 Colorado Boulevard,Idaho Springs
Idaho Springs,Clear Creek,80452,1336.0,193.0,48484,9463,1260.0,171.0,51020,7823,1294.0,178.0,51919,9040,1471.0,186.0,51366,9040,1554.0,195.0,57033,7004,402R-00115,2818 Colorado Boulevard,Idaho Springs
Idaho Springs,Clear Creek,80452,1336.0,193.0,48484,9463,1260.0,171.0,51020,7823,1294.0,178.0,51919,9040,1471.0,186.0,51366,9040,1554.0,195.0,57033,7004,402R-00161,2313 Colorado Boulevard,Idaho Springs
Idledale,Jefferson,80453,25.0,28.0,90547,1978,100.0,61.0,81705,23899,115.0,65.0,80350,50506,124.0,66.0,72188,32233,144.0,73.0,83700,28888,,,
Indian Hills,Jefferson,80454,463.0,78.0,133594,54536,495.0,94.0,80750,40161,472.0,85.0,79722,22936,477.0,94.0,82660,14141,487.0,90.0,82694,10515,,,
Jamestown,Boulder,80455,245.0,79.0,49016,4464,232.0,66.0,66750,22411,228.0,59.0,76875,39274,211.0,62.0,85804,26379,217.0,74.0,51103,22117,,,
Jefferson,Park,80456,432.0,114.0,46716,15766,351.0,121.0,33021,29501,401.0,100.0,54414,13038,410.0,107.0,54536,7570,371.0,96.0,54009,12296,,,
Kittredge,Jefferson,80457,241.0,78.0,39850,36851,206.0,78.0,37672,19171,269.0,85.0,39618,29600,282.0,105.0,39797,32129,192.0,87.0,54352,22845,,,
Kremmling,Grand,80459,934.0,133.0,60909,6154,871.0,103.0,59208,9920,864.0,120.0,58173,9644,876.0,114.0,57875,10151,903.0,92.0,58854,13310,,,
Leadville,Lake,80461,2827.0,264.0,44615,9762,3015.0,268.0,44073,9307,3020.0,266.0,45379,9450,2934.0,256.0,45054,5746,3040.0,240.0,46725,12377,402R-00108,115 Harrison Avenue,Leadville
Leadville,Lake,80461,2827.0,264.0,44615,9762,3015.0,268.0,44073,9307,3020.0,266.0,45379,9450,2934.0,256.0,45054,5746,3040.0,240.0,46725,12377,402R-00170,113 East 7th Street,Leadville
Leadville,Lake,80461,2827.0,264.0,44615,9762,3015.0,268.0,44073,9307,3020.0,266.0,45379,9450,2934.0,256.0,45054,5746,3040.0,240.0,46725,12377,402R-00362,145 Front Street,Leadville
Mc Coy,Eagle,80463,63.0,48.0,41607,25485,38.0,29.0,48438,18499,58.0,32.0,46250,33699,56.0,27.0,(X),(X),66.0,32.0,77500,31820,,,
Morrison,Jefferson,80465,6025.0,149.0,82925,3125,6020.0,171.0,85482,3228,6122.0,139.0,86993,2932,6051.0,180.0,88065,3894,6162.0,152.0,93810,6396,,,
Nederland,Boulder,80466,1439.0,195.0,72404,12056,1504.0,170.0,67647,13378,1506.0,195.0,62153,17377,1567.0,164.0,63138,11536,1675.0,192.0,63441,10081,402R-00406,211 South Highway 119,Nederland
Nederland,Boulder,80466,1439.0,195.0,72404,12056,1504.0,170.0,67647,13378,1506.0,195.0,62153,17377,1567.0,164.0,63138,11536,1675.0,192.0,63441,10081,402R-00461,"150 North Jefferson Street, Units B3 & B7",Nederland
Nederland,Boulder,80466,1439.0,195.0,72404,12056,1504.0,170.0,67647,13378,1506.0,195.0,62153,17377,1567.0,164.0,63138,11536,1675.0,192.0,63441,10081,402R-00116,"1 West 1st Street, Suite 1D",Nederland
Oak Creek,Routt,80467,1031.0,144.0,61587,4260,955.0,117.0,61938,11027,994.0,117.0,60729,7513,946.0,112.0,59539,4364,965.0,107.0,58945,5608,402R-00483,"100 West Main Street, Unit A",Oak Creek
Parshall,Grand,80468,169.0,57.0,54811,11404,239.0,82.0,54583,18240,195.0,67.0,59531,45449,189.0,75.0,53750,17832,199.0,81.0,55268,33907,,,
Phippsburg,Routt,80469,172.0,79.0,36190,17368,177.0,69.0,36827,13384,149.0,53.0,38047,6279,131.0,51.0,42292,25059,181.0,61.0,46336,6271,,,
Pine,Jefferson,80470,1548.0,216.0,90991,17471,1473.0,188.0,77868,19058,1392.0,166.0,83684,20913,1345.0,151.0,87083,18787,1304.0,157.0,94773,17450,,,
Pinecliffe,Boulder,80471,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,,,
Rand,Jackson,80473,36.0,16.0,69583,29525,25.0,16.0,89464,14174,26.0,17.0,89063,6879,22.0,16.0,91250,21296,2.0,4.0,-,**,,,
Rollinsville,Gilpin,80474,,,,,,,,,,,,,,,,,,,,,,,
Shawnee,Park,80475,26.0,43.0,-,**,32.0,47.0,-,**,66.0,55.0,-,**,82.0,59.0,-,**,77.0,78.0,-,**,,,
Silver Plume,Clear Creek,80476,90.0,28.0,31136,17968,116.0,37.0,45208,26261,118.0,31.0,51250,20983,125.0,30.0,46250,22346,108.0,29.0,60625,19732,402R-00299,645 Water Street,Silver Plume
Steamboat Springs,Routt,80477,150.0,80.0,65375,44143,102.0,53.0,66477,55007,130.0,81.0,98472,52040,93.0,57.0,(X),(X),61.0,44.0,194750,50909,,,
Tabernash,Grand,80478,287.0,192.0,85609,21923,414.0,202.0,86996,2479,408.0,193.0,88519,17926,442.0,184.0,87581,17976,635.0,229.0,81588,13264,402R-00574,8 County Road 821,Tabernash
Tabernash,Grand,80478,287.0,192.0,85609,21923,414.0,202.0,86996,2479,408.0,193.0,88519,17926,442.0,184.0,87581,17976,635.0,229.0,81588,13264,402R-00354,"72399 US Highway 40, Unit B",Tabernash
Toponas,Routt,80479,18.0,19.0,110625,165292,17.0,19.0,-,**,15.0,18.0,-,**,11.0,12.0,-,**,11.0,12.0,-,**,,,
Walden,Jackson,80480,553.0,61.0,43958,4171,601.0,63.0,43005,5063,598.0,65.0,44286,5070,577.0,72.0,45169,3087,597.0,53.0,45133,4902,,,
Ward,Boulder,80481,299.0,95.0,97168,68554,330.0,103.0,103750,31027,351.0,116.0,123750,43098,309.0,124.0,123250,35274,339.0,117.0,119844,41481,,,
Winter Park,Grand,80482,539.0,169.0,60481,22381,540.0,227.0,61000,30831,525.0,177.0,59662,26308,441.0,140.0,58016,22693,544.0,179.0,64167,47527,402R-00559,"79025 US Highway 40, Units 5-6",Winter Park
Yampa,Routt,80483,268.0,66.0,63750,18314,240.0,56.0,54545,18381,193.0,44.0,41250,14245,225.0,57.0,42321,16597,244.0,56.0,54000,12938,,,
Steamboat Springs,Routt,80487,6873.0,337.0,67085,3970,6938.0,419.0,64975,7212,6866.0,399.0,62631,5516,6751.0,368.0,68132,4851,6737.0,392.0,67072,5691,402R-00171,1755 Lincoln Avenue,Steamboat Springs
Steamboat Springs,Routt,80487,6873.0,337.0,67085,3970,6938.0,419.0,64975,7212,6866.0,399.0,62631,5516,6751.0,368.0,68132,4851,6737.0,392.0,67072,5691,402R-00127,"2093 Curve Plaza, Unit C-103",Steamboat Springs
Steamboat Springs,Routt,80487,6873.0,337.0,67085,3970,6938.0,419.0,64975,7212,6866.0,399.0,62631,5516,6751.0,368.0,68132,4851,6737.0,392.0,67072,5691,402R-00136,"2730 Downhill Plaza, #106",Steamboat Springs
Steamboat Springs,Routt,80488,34.0,41.0,17361,130189,30.0,35.0,-,**,29.0,34.0,-,**,45.0,37.0,(X),(X),40.0,36.0,54250,51033,,,
Silverthorne,Summit,80497,164.0,122.0,45722,17820,195.0,109.0,46676,16658,209.0,174.0,48910,56080,308.0,152.0,49009,47164,291.0,171.0,70330,51062,,,
Silverthorne,Summit,80498,2932.0,332.0,70417,8432,2984.0,355.0,70469,5293,2792.0,365.0,73773,16973,2615.0,345.0,74066,22110,2439.0,364.0,55250,20122,402R-00095,"191 Blue River Parkway, #202",Silverthorne
Longmont,Boulder,80501,15690.0,388.0,44284,2116,15801.0,389.0,45799,1911,15818.0,434.0,46159,2914,15894.0,370.0,47418,2391,16300.0,374.0,49507,2477,402R-00728,165 Primrose Court Unit B,Longmont
Longmont,Boulder,80501,15690.0,388.0,44284,2116,15801.0,389.0,45799,1911,15818.0,434.0,46159,2914,15894.0,370.0,47418,2391,16300.0,374.0,49507,2477,402R-00726,"455 Weaver Park Road, Suite 900",Longmont
Longmont,Boulder,80501,15690.0,388.0,44284,2116,15801.0,389.0,45799,1911,15818.0,434.0,46159,2914,15894.0,370.0,47418,2391,16300.0,374.0,49507,2477,402R-00719,1600 Hover Street #C-1,Longmont
Longmont,Boulder,80501,15690.0,388.0,44284,2116,15801.0,389.0,45799,1911,15818.0,434.0,46159,2914,15894.0,370.0,47418,2391,16300.0,374.0,49507,2477,402R-00722,1600 Hover Street Unit B2,Longmont
Longmont,Boulder,80501,15690.0,388.0,44284,2116,15801.0,389.0,45799,1911,15818.0,434.0,46159,2914,15894.0,370.0,47418,2391,16300.0,374.0,49507,2477,402R-00716,650 20th Avenue,Longmont
Longmont,Boulder,80501,15690.0,388.0,44284,2116,15801.0,389.0,45799,1911,15818.0,434.0,46159,2914,15894.0,370.0,47418,2391,16300.0,374.0,49507,2477,402R-00707,250 South Main Street,Longmont
Longmont,Boulder,80501,15690.0,388.0,44284,2116,15801.0,389.0,45799,1911,15818.0,434.0,46159,2914,15894.0,370.0,47418,2391,16300.0,374.0,49507,2477,402R-00731,1428 East Third Avenue,Longmont
Longmont,Boulder,80501,15690.0,388.0,44284,2116,15801.0,389.0,45799,1911,15818.0,434.0,46159,2914,15894.0,370.0,47418,2391,16300.0,374.0,49507,2477,402R-00727,1533 Main Street,Longmont
Longmont,Boulder,80501,15690.0,388.0,44284,2116,15801.0,389.0,45799,1911,15818.0,434.0,46159,2914,15894.0,370.0,47418,2391,16300.0,374.0,49507,2477,402R-00720,230 South Main Street Suite B,Longmont
Longmont,Boulder,80501,15690.0,388.0,44284,2116,15801.0,389.0,45799,1911,15818.0,434.0,46159,2914,15894.0,370.0,47418,2391,16300.0,374.0,49507,2477,402R-00724,500 East Rogers Road,Longmont
Longmont,Boulder,80501,15690.0,388.0,44284,2116,15801.0,389.0,45799,1911,15818.0,434.0,46159,2914,15894.0,370.0,47418,2391,16300.0,374.0,49507,2477,402R-00721,"455 Weaver Park Road, Unit 100",Longmont
Longmont,Boulder,80501,15690.0,388.0,44284,2116,15801.0,389.0,45799,1911,15818.0,434.0,46159,2914,15894.0,370.0,47418,2391,16300.0,374.0,49507,2477,402R-00723,12000 Rogers Road,Longmont
Longmont,Boulder,80501,15690.0,388.0,44284,2116,15801.0,389.0,45799,1911,15818.0,434.0,46159,2914,15894.0,370.0,47418,2391,16300.0,374.0,49507,2477,402R-00416,19 South Sunset Street,Longmont
Longmont,Boulder,80501,15690.0,388.0,44284,2116,15801.0,389.0,45799,1911,15818.0,434.0,46159,2914,15894.0,370.0,47418,2391,16300.0,374.0,49507,2477,402R-00718,206 South Main Street,Longmont
Longmont,Boulder,80501,15690.0,388.0,44284,2116,15801.0,389.0,45799,1911,15818.0,434.0,46159,2914,15894.0,370.0,47418,2391,16300.0,374.0,49507,2477,402R-00749,9800 119th Street,Longmont
Longmont,Boulder,80501,15690.0,388.0,44284,2116,15801.0,389.0,45799,1911,15818.0,434.0,46159,2914,15894.0,370.0,47418,2391,16300.0,374.0,49507,2477,402R-00730,900 South Hover Street Unit A,Longmont
Longmont,Boulder,80502,,,,,,,,,,,,,,,,,,,,,,,
Longmont,Boulder,80503,12736.0,307.0,79493,6510,12758.0,360.0,77631,4148,12950.0,256.0,79004,4031,12788.0,315.0,81938,4182,13042.0,292.0,80705,3154,402R-00367,4497 Ute Highway,Longmont
Longmont,Boulder,80503,12736.0,307.0,79493,6510,12758.0,360.0,77631,4148,12950.0,256.0,79004,4031,12788.0,315.0,81938,4182,13042.0,292.0,80705,3154,402R-00708,7521 Ute Highway,Longmont
Longmont,Boulder,80503,12736.0,307.0,79493,6510,12758.0,360.0,77631,4148,12950.0,256.0,79004,4031,12788.0,315.0,81938,4182,13042.0,292.0,80705,3154,402R-00701,6924 North 79th Street,Niwot
Longmont,Weld,80504,16795.0,489.0,78465,3995,16692.0,407.0,80000,2948,16915.0,518.0,79006,2066,17256.0,384.0,81919,2804,17752.0,411.0,82808,2534,402R-00535,12626 North 107 Street,Longmont
Allenspark,Boulder,80510,173.0,68.0,67266,54554,264.0,99.0,45588,31515,302.0,81.0,47027,46270,298.0,82.0,47095,42976,264.0,78.0,47258,33721,,,
Estes Park,Larimer,80511,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,,,
Bellvue,Larimer,80512,931.0,134.0,65807,12161,919.0,156.0,61599,11442,903.0,167.0,65388,12062,826.0,148.0,47197,16277,810.0,135.0,47429,12984,,,
Berthoud,Larimer,80513,4123.0,244.0,80987,9958,4076.0,272.0,79889,11514,4079.0,236.0,73288,15068,4317.0,234.0,71827,12038,4349.0,314.0,74304,13475,402R-00775,1015 2nd Street,Berthoud
Berthoud,Larimer,80513,4123.0,244.0,80987,9958,4076.0,272.0,79889,11514,4079.0,236.0,73288,15068,4317.0,234.0,71827,12038,4349.0,314.0,74304,13475,402R-00771,1090 North 2nd Street,Berthoud
Dacono,Weld,80514,1541.0,150.0,45466,5274,1724.0,181.0,46065,7112,1699.0,143.0,45078,5820,1831.0,172.0,47141,6250,1743.0,156.0,48277,3935,,,
Drake,Larimer,80515,390.0,142.0,43603,29430,385.0,127.0,41473,6142,483.0,156.0,41875,7898,385.0,149.0,44718,7669,411.0,144.0,64028,31242,,,
Erie,Boulder,80516,6715.0,262.0,106368,4784,7197.0,238.0,103713,6625,7427.0,218.0,106665,4474,7740.0,236.0,110986,3334,8169.0,250.0,109624,4351,,,
Estes Park,Larimer,80517,4546.0,288.0,57273,5981,4459.0,295.0,58212,5996,4477.0,293.0,56033,5715,4555.0,289.0,54345,5488,4542.0,288.0,53045,6241,,,
Firestone,Weld,80520,410.0,152.0,47143,22182,504.0,134.0,51375,19839,532.0,93.0,52500,32730,562.0,93.0,51646,28606,457.0,91.0,53717,28377,,,
Fort Collins,Larimer,80521,12458.0,392.0,34396,3615,12448.0,390.0,37942,3214,12259.0,356.0,39667,2768,12829.0,351.0,38179,2395,12899.0,303.0,40451,2118,402R-00545,1240 West Elizabeth Street Unit C & D,Fort Collins
Fort Collins,Larimer,80522,,,,,,,,,,,,,,,,,,,,,,,
Fort Collins,Larimer,80523,,,,,,,,,,,,,,,,,,,,,,,
Fort Collins,Larimer,80524,13327.0,387.0,57891,3163,13147.0,325.0,56938,2912,13211.0,390.0,55506,2636,13423.0,389.0,55177,3083,13615.0,356.0,54009,3240,402R-00502,"1101 Academy Court, Unit 4",Fort Collins
Fort Collins,Larimer,80524,13327.0,387.0,57891,3163,13147.0,325.0,56938,2912,13211.0,390.0,55506,2636,13423.0,389.0,55177,3083,13615.0,356.0,54009,3240,402R-00033,"813 Smithfield Drive, Units C & D",Fort Collins
Fort Collins,Larimer,80524,13327.0,387.0,57891,3163,13147.0,325.0,56938,2912,13211.0,390.0,55506,2636,13423.0,389.0,55177,3083,13615.0,356.0,54009,3240,402R-00255,"804 South College Avenue, Suite C",Fort Collins
Fort Collins,Larimer,80524,13327.0,387.0,57891,3163,13147.0,325.0,56938,2912,13211.0,390.0,55506,2636,13423.0,389.0,55177,3083,13615.0,356.0,54009,3240,402R-00150,1308 -1310 Duff Drive,Fort Collins
Fort Collins,Larimer,80524,13327.0,387.0,57891,3163,13147.0,325.0,56938,2912,13211.0,390.0,55506,2636,13423.0,389.0,55177,3083,13615.0,356.0,54009,3240,402R-00235,900 North College Avenue,Fort Collins
Fort Collins,Larimer,80524,13327.0,387.0,57891,3163,13147.0,325.0,56938,2912,13211.0,390.0,55506,2636,13423.0,389.0,55177,3083,13615.0,356.0,54009,3240,402R-00220,346 East Mountain Avenue,Fort Collins
Fort Collins,Larimer,80524,13327.0,387.0,57891,3163,13147.0,325.0,56938,2912,13211.0,390.0,55506,2636,13423.0,389.0,55177,3083,13615.0,356.0,54009,3240,402R-00501,810 North College Avenue,Fort Collins
Fort Collins,Larimer,80525,19389.0,418.0,63982,2196,19798.0,397.0,63754,3712,20012.0,405.0,63445,2946,20587.0,382.0,66114,3679,21013.0,336.0,67419,2678,402R-00554,"5740 South College Avenue, Unit C",Fort Collins
Fort Collins,Larimer,80525,19389.0,418.0,63982,2196,19798.0,397.0,63754,3712,20012.0,405.0,63445,2946,20587.0,382.0,66114,3679,21013.0,336.0,67419,2678,402R-00516,6617 South College Avenue Building A,Fort Collins
Fort Collins,Larimer,80525,19389.0,418.0,63982,2196,19798.0,397.0,63754,3712,20012.0,405.0,63445,2946,20587.0,382.0,66114,3679,21013.0,336.0,67419,2678,402R-00477,6712 South College Avenue,Fort Collins
Fort Collins,Larimer,80525,19389.0,418.0,63982,2196,19798.0,397.0,63754,3712,20012.0,405.0,63445,2946,20587.0,382.0,66114,3679,21013.0,336.0,67419,2678,402R-00239,"301 Smokey Street, Unit A",Fort Collins
Fort Collins,Larimer,80526,17871.0,463.0,56332,2833,17682.0,362.0,57121,3392,17519.0,401.0,56573,3200,17688.0,315.0,57610,2789,18000.0,352.0,59948,2952,,,
Fort Collins,Larimer,80527,,,,,,,,,,,,,,,,,,,,,,,
Fort Collins,Larimer,80528,6485.0,214.0,80480,7031,6492.0,209.0,86618,8151,6377.0,202.0,89380,5817,6606.0,266.0,89358,5064,6843.0,248.0,93965,6896,,,
Frederick,Weld,80530,1259.0,128.0,63801,8401,1333.0,144.0,59721,4110,1336.0,130.0,62473,8342,1446.0,96.0,71797,6572,1588.0,85.0,74949,5250,,,
Glen Haven,Larimer,80532,36.0,58.0,-,**,0.0,12.0,-,**,32.0,53.0,-,**,44.0,55.0,-,**,41.0,52.0,-,**,,,
Hygiene,Boulder,80533,,,,,,,,,,,,,,,,,,,,,,,
Johnstown,Weld,80534,3956.0,411.0,72730,7675,4220.0,433.0,72772,7421,4537.0,392.0,72997,7000,5131.0,399.0,80136,6617,5706.0,297.0,82003,5638,,,
Laporte,Larimer,80535,1197.0,142.0,50051,7776,1248.0,128.0,50538,6960,1262.0,122.0,46796,7775,1224.0,145.0,60254,8620,1137.0,114.0,54340,11721,,,
Livermore,Larimer,80536,807.0,148.0,69250,18873,879.0,176.0,70078,8352,887.0,151.0,59205,12763,880.0,113.0,63929,11574,957.0,107.0,66186,8167,,,
Loveland,Larimer,80537,15979.0,463.0,54040,2437,16281.0,332.0,52171,2850,16974.0,414.0,52197,2509,17457.0,392.0,53364,3138,17613.0,409.0,59876,3674,,,
Loveland,Larimer,80538,17974.0,476.0,60908,2518,18243.0,419.0,61799,2904,18523.0,458.0,62515,2590,18555.0,399.0,61879,1895,18501.0,409.0,62643,2533,,,
Loveland,Larimer,80539,,,,,,,,,,,,,,,,,,,,,,,
Lyons,Boulder,80540,2111.0,159.0,74617,5651,2143.0,173.0,80997,7283,2050.0,182.0,85568,13417,1949.0,169.0,82557,12353,1863.0,171.0,91058,14001,402R-00772,4170 Ute Highway,Lyons
Lyons,Boulder,80540,2111.0,159.0,74617,5651,2143.0,173.0,80997,7283,2050.0,182.0,85568,13417,1949.0,169.0,82557,12353,1863.0,171.0,91058,14001,402R-00464,4071 Ute Highway,Lyons
Lyons,Boulder,80540,2111.0,159.0,74617,5651,2143.0,173.0,80997,7283,2050.0,182.0,85568,13417,1949.0,169.0,82557,12353,1863.0,171.0,91058,14001,402R-00358,"138 Main Street, Unit 6A",Lyons
Masonville,Larimer,80541,,,,,,,,,,,,,,,,,,,,,,,
Mead,Weld,80542,1192.0,129.0,88913,17363,1252.0,139.0,93790,12572,1308.0,134.0,88295,12726,1323.0,111.0,93029,10330,1430.0,106.0,95041,9941,,,
Milliken,Weld,80543,1902.0,192.0,66667,5990,1876.0,172.0,64139,5603,2029.0,190.0,65146,5574,2106.0,191.0,69630,10127,2056.0,201.0,80306,2959,402R-00735,3220 Center Drive,Milliken
Niwot,Boulder,80544,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,11.0,-,**,15.0,25.0,-,**,,,
Red Feather Lakes,Larimer,80545,318.0,120.0,37206,13984,285.0,87.0,40583,8188,290.0,83.0,39583,9641,249.0,66.0,45208,13953,301.0,90.0,60563,40217,,,
Severance,Weld,80546,24.0,24.0,24808,178928,17.0,24.0,-,**,33.0,29.0,72813,145590,37.0,34.0,(X),(X),91.0,58.0,71685,29544,,,
Timnath,Larimer,80547,238.0,76.0,99167,26544,308.0,94.0,113106,22394,394.0,138.0,78594,34785,366.0,117.0,81667,48764,543.0,107.0,99306,58696,,,
Wellington,Larimer,80549,3198.0,232.0,67442,5775,3239.0,271.0,72481,6914,3275.0,280.0,74135,4344,3251.0,269.0,75961,6069,3318.0,248.0,77192,8714,,,
Windsor,Weld,80550,7463.0,290.0,79237,5688,7740.0,249.0,81563,5067,8153.0,291.0,81229,5573,8439.0,246.0,78762,4821,8628.0,219.0,83812,4355,,,
Windsor,Weld,80551,,,,,,,,,,,,,,,,,,,,,,,
Fort Collins,Larimer,80553,,,,,,,,,,,,,,,,,,,,,,,
Brighton,Adams,80601,10819.0,471.0,62822,3122,10609.0,372.0,63449,3066,11148.0,399.0,61659,3920,11152.0,431.0,62068,4213,11420.0,401.0,63781,5191,,,
Brighton,Adams,80602,8927.0,286.0,96933,5809,9180.0,263.0,95350,4546,9277.0,285.0,95346,4462,9568.0,258.0,100439,4127,10053.0,247.0,101105,3814,402R-00631,5823 East 128th Avenue,Thornton
Brighton,Weld,80603,3874.0,244.0,69559,10161,3955.0,274.0,70232,8279,4117.0,256.0,67058,6545,4215.0,264.0,70676,6203,4133.0,271.0,71998,8123,,,
Ault,Weld,80610,988.0,115.0,52384,7036,1059.0,102.0,52554,5706,1021.0,104.0,54375,6702,1065.0,88.0,57396,7146,1102.0,94.0,56111,6110,,,
Briggsdale,Weld,80611,293.0,67.0,63375,12558,281.0,61.0,56875,21399,265.0,50.0,61250,11194,250.0,42.0,67292,23844,262.0,44.0,74583,13309,,,
Carr,Weld,80612,171.0,96.0,36726,36848,192.0,100.0,35789,25976,193.0,108.0,37361,33708,192.0,76.0,54907,47173,149.0,51.0,-,**,,,
Eastlake,Adams,80614,,,,,,,,,,,,,,,,,,,,,,,
Eaton,Weld,80615,2827.0,246.0,57482,5894,2873.0,191.0,64094,8831,2737.0,247.0,57365,9452,2808.0,241.0,67951,15294,2852.0,250.0,72100,9915,,,
Evans,Weld,80620,5709.0,292.0,44476,4856,5848.0,295.0,43817,5190,5777.0,277.0,43621,4882,6141.0,380.0,45060,5097,6436.0,271.0,48714,4750,,,
Fort Lupton,Weld,80621,4236.0,249.0,56856,6150,4057.0,259.0,51767,5533,4178.0,213.0,52160,3989,3998.0,201.0,53150,3276,4221.0,167.0,53633,5652,,,
Galeton,Weld,80622,41.0,29.0,38083,5920,61.0,34.0,47656,24665,50.0,30.0,48864,23033,60.0,30.0,47750,22808,61.0,33.0,65125,54003,,,
Gilcrest,Weld,80623,336.0,66.0,41750,11929,320.0,66.0,48750,15924,314.0,59.0,50714,7419,294.0,62.0,45000,14864,298.0,56.0,52500,7090,,,
Gill,Weld,80624,296.0,92.0,71591,27466,330.0,90.0,71000,14023,335.0,89.0,73875,14073,355.0,89.0,78125,13735,408.0,92.0,67432,9445,,,
Greeley,Weld,80631,16038.0,483.0,29425,1777,16032.0,441.0,30235,2214,16299.0,433.0,33251,2141,16516.0,382.0,36708,1684,16853.0,406.0,40468,1574,402R-00169,2515 7th Avenue,Garden City
